ClientID,GPA,FamilyIncome_k,IELTS,ProgramInterest,ScholarshipPreference,CostSensitivity,RecommendedDestination
1234,4.23,5.2,6.4,Arts,Low,High,Poland
1235,2.88,50.6,6.4,Business,Medium,Medium,Other
1236,3.86,74.4,6.7,Business,Low,High,UK
1237,3.87,42.4,5.2,STEM,Medium,Low,Other
1238,2.98,56.1,6.5,STEM,Low,Medium,Australia
1239,3.43,39.9,6.7,Business,Low,Low,Other
1240,3.85,62.2,6.6,Technical,Medium,High,Canada
1241,3.05,50.7,6.3,Arts,Low,Medium,Other
1242,3.12,36.2,7.6,STEM,Medium,Medium,Other
1243,2.97,81.7,6.1,Arts,High,Low,Germany
1244,2.79,73.6,6.7,Arts,Medium,Medium,Other
1245,2.94,42.9,7.8,STEM,Low,Medium,Canada
1246,2.71,65.0,6.4,STEM,Medium,High,France
1247,3.21,65.7,6.7,STEM,Medium,Medium,Canada
1248,2.89,67.8,6.4,Arts,Medium,High,France
1249,3.29,21.1,7.7,Arts,High,High,Germany
1250,2.58,75.1,6.2,STEM,Medium,High,Poland
1251,3.33,43.6,7.8,STEM,Low,Low,Canada
1252,3.53,47.8,6.4,Arts,Low,High,France
1253,2.4,107.8,5.6,Technical,High,Low,Singapore
1254,3.35,61.0,7.2,Arts,Medium,Low,Canada
1255,3.69,47.3,6.2,Business,High,Low,Germany
1256,2.72,10.9,7.1,STEM,Medium,Low,Other
1257,3.87,82.8,4.5,Business,Medium,Low,USA
1258,3.37,28.1,6.5,STEM,Medium,High,Germany
1259,2.92,34.9,6.0,Arts,Medium,High,Poland
1260,3.18,48.4,5.4,STEM,Medium,Medium,Other
1261,3.42,83.3,5.9,Arts,Low,Medium,Other
1262,3.23,70.5,5.9,STEM,Low,High,Poland
1263,3.42,51.8,6.5,Arts,Medium,Medium,Canada
1264,2.83,61.2,5.1,STEM,Medium,Medium,Other
1265,3.27,43.0,6.8,Business,Medium,Low,Australia
1266,2.63,57.8,7.9,Business,Low,Medium,Canada
1267,3.16,56.5,6.8,STEM,Medium,Medium,Australia
1268,2.84,74.4,7.3,Technical,Low,Medium,South Korea
1269,2.91,74.3,7.6,Business,High,Medium,France
1270,3.69,64.9,7.7,Business,Medium,Low,Canada
1271,3.64,47.8,8.4,Arts,Medium,High,Australia
1272,3.44,69.8,6.0,Arts,Medium,Medium,Other
1273,2.76,53.2,5.8,Business,Medium,Medium,Other
1274,3.07,33.4,7.3,Technical,Medium,Medium,Singapore
1275,3.69,46.9,7.2,STEM,Low,High,Canada
1276,3.26,56.7,7.3,STEM,High,High,Australia
1277,4.13,73.2,8.4,Business,Medium,High,USA
1278,3.36,51.3,6.5,STEM,High,High,Canada
1279,3.28,30.8,6.9,Business,High,Low,Germany
1280,3.08,56.1,5.5,STEM,Medium,Medium,Other
1281,3.25,57.3,8.6,Business,Medium,High,Australia
1282,3.14,58.7,6.2,Arts,Medium,High,France
1283,3.48,73.4,6.2,Business,Medium,High,Germany
1284,3.58,75.4,6.2,Technical,Medium,Low,UK
1285,2.89,43.1,5.9,Arts,Medium,Medium,Other
1286,2.67,42.7,5.8,STEM,Low,Low,Other
1287,2.47,34.2,6.0,STEM,Medium,High,Poland
1288,3.4,69.0,5.1,STEM,Low,Low,Other
1289,2.76,84.0,5.7,Arts,Medium,High,Poland
1290,2.34,48.7,8.4,STEM,Medium,High,Canada
1291,3.36,50.2,7.2,STEM,Medium,High,Canada
1292,4.2,84.3,7.4,Technical,Medium,Medium,USA
1293,3.2,65.1,7.7,Business,Medium,High,Australia
1294,3.54,63.7,8.3,STEM,Medium,Medium,Canada
1295,3.23,31.2,4.7,STEM,High,Low,Germany
1296,3.16,68.6,5.3,Arts,Medium,High,Poland
1297,3.57,36.4,5.7,Arts,Low,High,France
1298,3.08,32.3,6.0,STEM,Low,Low,Other
1299,3.31,48.1,6.2,Business,Medium,Medium,Other
1300,3.33,43.3,6.1,Arts,Medium,Low,Other
1301,2.93,50.6,6.7,Arts,High,High,Australia
1302,3.6,26.2,6.5,Arts,Medium,High,Germany
1303,3.13,74.2,5.8,Business,Low,High,Germany
1304,2.9,77.6,4.5,Technical,Medium,Low,Japan
1305,3.41,16.1,5.5,STEM,Medium,Low,Other
1306,2.84,74.6,6.0,STEM,Medium,Low,Other
1307,3.21,38.8,6.3,Arts,Low,Medium,Other
1308,3.2,72.1,5.4,Business,Medium,Low,Other
1309,3.63,53.6,6.0,Arts,Medium,Medium,Other
1310,3.39,55.6,5.4,STEM,Medium,Medium,Other
1311,3.19,51.3,6.4,Arts,Medium,Low,Other
1312,3.53,79.2,5.4,STEM,Medium,High,UK
1313,3.76,30.2,5.7,Business,Low,High,France
1314,3.42,67.2,5.2,STEM,Medium,High,France
1315,3.2,77.0,6.3,Business,Low,Medium,Other
1316,2.68,69.3,5.6,Arts,High,High,Poland
1317,2.77,101.5,7.4,STEM,Medium,High,Germany
1318,3.08,44.4,6.9,STEM,Low,Low,Australia
1319,2.96,74.1,6.4,Business,Medium,High,Poland
1320,3.13,52.9,5.7,Arts,Low,High,Poland
1321,3.22,79.7,6.9,STEM,Low,Medium,Other
1322,3.41,54.8,7.2,STEM,High,Low,Australia
1323,3.17,47.2,6.6,STEM,Low,High,Canada
1324,3.39,81.1,8.1,Technical,Low,Medium,South Korea
1325,3.23,45.2,7.0,STEM,Medium,High,Canada
1326,2.41,26.7,7.4,STEM,High,Medium,France
1327,2.82,44.7,6.6,Arts,High,High,Canada
1328,3.14,67.4,7.2,Business,Medium,High,Canada
1329,2.72,82.8,5.7,STEM,High,Medium,Germany
1330,3.44,57.2,6.0,Technical,Medium,Low,South Korea
1331,3.81,81.4,6.8,Business,High,Medium,UK
1332,3.69,27.8,6.8,Business,Medium,Low,Other
1333,3.11,46.1,7.0,STEM,Medium,Medium,Australia
1334,3.8,49.2,7.6,Arts,Medium,High,Australia
1335,3.26,52.7,5.1,STEM,Medium,High,Germany
1336,3.07,56.7,5.5,STEM,Low,Low,Other
1337,2.95,68.8,6.7,STEM,High,Medium,Australia
1338,3.08,46.1,5.8,Arts,High,Low,Poland
1339,3.04,57.8,9.0,Business,High,High,Canada
1340,3.27,54.1,7.0,Business,Medium,High,Canada
1341,3.26,36.5,6.4,STEM,High,High,France
1342,3.2,52.7,6.0,Business,Low,High,France
1343,3.37,52.1,6.0,Arts,Medium,High,Germany
1344,3.68,51.7,6.5,STEM,Low,Medium,Canada
1345,3.58,55.6,6.6,Arts,Medium,Medium,Australia
1346,2.61,56.5,6.0,STEM,Medium,High,Poland
1347,2.18,46.4,6.2,Arts,Low,High,Poland
1348,3.57,80.5,7.8,STEM,Low,Medium,UK
1349,2.65,31.6,7.9,Business,Medium,Medium,Other
1350,3.11,40.6,6.8,Technical,Low,Medium,Australia
1351,2.73,110.6,5.2,Technical,Medium,Medium,South Korea
1352,2.48,34.2,7.0,STEM,Low,Low,Other
1353,3.42,27.9,8.1,Business,Medium,Medium,Other
1354,3.5,69.7,7.9,STEM,Low,Low,Australia
1355,2.97,13.5,7.2,Arts,Medium,Medium,Other
1356,2.16,50.3,7.9,Business,Medium,High,Canada
1357,2.98,97.9,6.6,STEM,Medium,High,Germany
1358,3.36,24.1,7.1,STEM,Medium,Medium,Other
1359,2.61,15.4,5.8,Technical,Medium,Medium,Japan
1360,3.27,25.0,6.8,Business,Medium,Medium,Other
1361,3.19,73.0,7.8,STEM,Medium,High,Poland
1362,3.43,77.5,5.9,STEM,Low,Medium,Other
1363,3.25,44.7,5.6,STEM,Medium,Medium,Other
1364,2.81,68.7,6.6,Business,Low,Medium,Australia
1365,3.68,82.8,6.3,Technical,Medium,Medium,UK
1366,3.14,90.7,7.1,Arts,High,Low,France
1367,3.19,50.1,6.0,Business,High,Medium,Poland
1368,2.83,9.0,8.2,Arts,Medium,High,France
1369,3.02,38.6,5.2,Business,Medium,Low,Other
1370,2.85,46.5,7.8,STEM,Medium,High,Canada
1371,3.13,49.8,5.7,Technical,Medium,Medium,Singapore
1372,3.88,51.2,4.7,STEM,Medium,High,Poland
1373,2.65,77.4,6.7,STEM,Medium,High,France
1374,2.55,80.5,6.2,Technical,Low,High,South Korea
1375,3.79,51.6,5.4,STEM,Low,High,France
1376,3.12,77.0,4.8,Arts,Low,High,Poland
1377,2.93,62.2,6.5,Technical,Low,High,Canada
1378,3.62,56.3,7.5,Business,Medium,Medium,Australia
1379,2.96,73.1,7.1,STEM,Medium,Medium,Other
1380,3.93,56.4,6.6,STEM,Low,Low,Australia
1381,3.47,96.2,7.0,STEM,Medium,Low,Other
1382,3.0,26.2,6.5,Business,Low,Medium,Other
1383,4.06,44.7,5.1,Arts,Medium,Low,Other
1384,2.96,52.5,5.1,Business,Medium,Medium,Other
1385,3.5,63.8,6.3,Business,High,Medium,Germany
1386,3.32,80.4,6.3,Business,Low,Medium,Other
1387,3.72,54.5,7.4,Business,Low,High,Canada
1388,3.82,26.6,7.3,Arts,Low,Medium,Other
1389,3.21,71.9,7.1,STEM,Medium,Medium,Other
1390,2.9,70.1,6.2,Arts,High,High,Germany
1391,3.38,16.2,5.1,Business,High,High,France
1392,2.93,54.9,6.9,STEM,Low,High,Canada
1393,4.01,23.2,7.0,STEM,Medium,Low,Other
1394,3.25,41.7,4.5,STEM,Medium,Low,Other
1395,3.05,36.9,5.7,Business,Medium,High,France
1396,3.27,71.2,5.8,STEM,Medium,High,Germany
1397,2.66,57.3,6.6,Technical,Medium,High,Australia
1398,2.81,29.3,5.7,Business,Medium,Low,Other
1399,3.68,72.6,6.5,Technical,Medium,High,USA
1400,2.94,26.3,6.3,STEM,Low,Low,Other
1401,2.78,61.6,6.3,STEM,High,Medium,Germany
1402,3.41,38.7,5.8,STEM,Medium,Low,Other
1403,3.67,47.7,5.9,STEM,Medium,Medium,Other
1404,3.49,65.1,5.4,Arts,Low,Medium,Other
1405,3.6,65.4,6.9,STEM,Medium,Medium,Canada
1406,2.9,81.7,7.1,Business,Medium,Low,Other
1407,2.63,53.4,5.7,STEM,Medium,Low,Other
1408,3.8,61.1,8.0,Business,Medium,Medium,Canada
1409,3.07,46.2,6.2,Arts,Low,Medium,Other
1410,3.1,58.6,8.0,Business,Low,Low,Australia
1411,3.73,63.8,5.9,Arts,Medium,Low,Other
1412,3.42,53.0,4.5,STEM,Medium,Medium,Other
1413,3.38,18.9,6.9,Technical,High,High,Japan
1414,4.07,61.6,6.7,Arts,Medium,High,Australia
1415,2.94,62.3,6.5,Business,Low,Low,Canada
1416,3.57,41.4,5.9,Business,Medium,High,Poland
1417,3.22,29.3,6.5,Technical,Medium,High,South Korea
1418,3.31,84.5,6.0,Business,Low,High,Germany
1419,3.81,64.8,6.2,Arts,Medium,Medium,Other
1420,3.4,50.4,7.3,Business,Medium,Medium,Australia
1421,3.42,32.3,6.7,STEM,High,High,Germany
1422,3.63,38.6,7.1,Arts,Medium,High,Poland
1423,3.05,81.1,6.3,Business,Low,Medium,Other
1424,2.86,57.8,6.2,Business,Medium,Low,Other
1425,2.78,44.0,5.3,Business,Medium,High,Germany
1426,2.41,65.2,6.1,STEM,Medium,High,Germany
1427,4.02,38.7,4.5,Arts,Medium,Medium,Other
1428,2.76,85.0,5.9,Technical,Low,Low,Japan
1429,3.11,82.1,6.4,Arts,Medium,Medium,Other
1430,3.09,45.7,7.1,STEM,Low,Medium,Australia
1431,3.32,42.4,6.2,Business,Low,Low,Other
1432,3.53,2.6,6.8,Arts,Low,High,France
1433,3.54,25.4,4.5,Business,Low,High,France
1434,2.97,28.2,6.4,Business,High,Medium,Poland
1435,3.13,57.7,4.8,Technical,Low,Low,Japan
1436,3.31,48.5,5.3,Business,High,Medium,France
1437,3.1,28.1,6.3,Business,High,Low,Germany
1438,3.84,49.4,7.8,STEM,High,Medium,Australia
1439,3.4,65.1,6.9,STEM,Medium,Medium,Canada
1440,3.49,65.6,6.5,STEM,Medium,High,Australia
1441,3.47,17.0,6.5,Technical,Medium,High,South Korea
1442,3.67,52.4,5.8,Business,High,Medium,Poland
1443,3.27,27.3,6.0,Business,Medium,High,France
1444,2.68,73.0,6.9,Arts,Medium,High,France
1445,3.36,70.7,5.1,Business,Low,Low,Other
1446,2.94,37.0,7.1,Business,Medium,Low,Other
1447,2.99,39.7,6.1,STEM,Medium,High,France
1448,3.43,45.8,7.3,Arts,Medium,Medium,Canada
1449,3.7,9.9,7.5,STEM,Medium,High,Germany
1450,3.21,61.7,4.8,STEM,Medium,High,Germany
1451,3.32,49.5,5.9,STEM,Medium,Medium,Other
1452,3.88,74.4,5.6,STEM,Medium,Medium,UK
1453,3.3,33.0,4.7,STEM,Medium,High,Poland
1454,4.24,42.6,5.5,Business,Medium,High,Germany
1455,3.43,24.9,8.9,STEM,Low,High,France
1456,2.5,34.9,7.1,Business,Medium,Low,Other
1457,3.5,31.4,8.4,STEM,Low,Medium,Other
1458,3.35,74.9,7.3,STEM,Low,Medium,Other
1459,3.72,41.0,5.8,Business,High,High,Poland
1460,3.47,57.5,6.1,Technical,Low,Medium,South Korea
1461,3.14,47.4,7.1,Arts,Low,Medium,Australia
1462,2.71,29.6,6.9,Technical,Medium,Low,Singapore
1463,3.12,51.6,5.9,Business,Medium,High,Poland
1464,2.86,67.0,5.0,Business,Medium,Low,Other
1465,2.97,30.8,9.0,Business,Medium,Medium,Other
1466,3.44,71.2,6.4,Business,High,High,France
1467,3.87,38.0,6.2,STEM,Low,High,France
1468,3.36,45.3,6.6,Business,Low,Medium,Australia
1469,2.72,65.6,6.3,STEM,High,Low,Germany
1470,3.38,41.7,6.6,Business,Low,Medium,Canada
1471,3.68,55.8,7.8,Business,Low,Medium,Australia
1472,2.96,48.7,6.4,STEM,High,High,Germany
1473,3.15,57.6,5.3,STEM,Medium,High,Germany
1474,3.21,7.4,6.3,STEM,Medium,Medium,Other
1475,2.89,18.4,6.0,Technical,Low,Medium,South Korea
1476,3.46,67.3,7.9,STEM,Low,Medium,Australia
1477,3.15,75.7,7.7,STEM,High,High,Germany
1478,3.37,36.8,6.6,Arts,Medium,High,Poland
1479,2.85,50.1,5.2,Business,Low,High,France
1480,3.03,60.9,5.3,STEM,Low,Low,Other
1481,3.49,68.9,6.5,STEM,High,Medium,Canada
1482,3.05,14.4,6.8,STEM,Medium,High,Poland
1483,3.89,37.3,6.1,STEM,Low,High,Poland
1484,3.04,48.3,6.0,STEM,Medium,High,Poland
1485,3.29,69.1,5.9,Business,Medium,Medium,Other
1486,3.57,105.0,6.5,Arts,Low,Medium,USA
1487,2.63,50.4,4.5,Business,High,Low,France
1488,2.5,26.9,5.4,Business,Low,Medium,Other
1489,2.59,63.0,5.9,STEM,Medium,High,Germany
1490,3.71,81.4,7.7,STEM,High,Medium,UK
1491,2.98,57.2,5.7,Arts,Medium,Medium,Other
1492,4.22,36.9,6.7,STEM,High,High,France
1493,2.97,74.2,6.7,Arts,High,Low,Germany
1494,3.27,68.3,7.8,Business,Medium,Low,Canada
1495,3.82,34.5,7.8,Arts,Medium,Medium,Other
1496,4.0,62.6,6.4,STEM,Low,Medium,Other
1497,4.02,74.9,6.0,STEM,Medium,Medium,UK
1498,3.68,78.6,5.8,Arts,Medium,Medium,USA
1499,3.61,53.7,6.3,Arts,Medium,High,France
1500,3.44,47.8,6.1,STEM,Medium,High,Poland
1501,3.51,79.5,7.1,Technical,Medium,High,USA
1502,2.98,30.8,6.9,STEM,High,Medium,Germany
1503,2.87,63.8,7.1,STEM,Low,Medium,Australia
1504,3.2,27.6,7.8,Business,Medium,Medium,Other
1505,3.13,76.3,8.4,Arts,High,Medium,Germany
1506,3.02,49.8,6.6,Technical,Medium,High,Canada
1507,3.48,80.4,7.6,Business,Medium,Medium,Other
1508,3.58,64.8,6.1,STEM,Medium,Medium,Other
1509,3.24,30.5,7.7,Business,Low,High,Poland
1510,3.79,83.5,7.6,STEM,Medium,High,UK
1511,2.74,86.0,7.5,Business,Medium,Low,Other
1512,3.12,72.6,6.6,Business,Medium,Medium,Other
1513,2.91,39.8,5.8,STEM,Low,High,France
1514,2.45,48.9,5.1,Business,Medium,Low,Other
1515,3.17,57.9,6.5,Business,Medium,Medium,Australia
1516,3.15,40.9,8.0,Arts,Medium,High,Canada
1517,3.81,88.8,6.2,Business,Low,High,USA
1518,3.45,57.9,7.3,STEM,High,High,Canada
1519,2.79,0.9,7.3,STEM,High,Medium,France
1520,3.94,61.8,6.2,STEM,Low,Medium,Other
1521,3.69,48.0,7.8,STEM,Medium,High,Canada
1522,3.43,53.5,4.5,Business,Medium,Medium,Other
1523,3.11,47.6,5.3,Technical,Medium,High,South Korea
1524,2.82,71.1,5.6,Business,Low,High,Poland
1525,3.05,77.4,5.7,Business,Medium,Medium,Other
1526,3.64,60.7,6.8,Business,High,High,Canada
1527,3.95,48.2,6.8,STEM,Low,Medium,Australia
1528,3.82,54.2,6.9,Technical,Medium,Low,Australia
1529,3.0,55.4,7.1,Technical,Medium,High,Australia
1530,2.75,39.0,5.5,Business,Low,High,France
1531,3.26,66.6,5.3,STEM,Medium,High,France
1532,2.49,64.2,6.9,Arts,Medium,Medium,Australia
1533,3.33,85.8,5.9,STEM,Medium,Medium,Other
1534,3.14,80.1,4.9,Arts,Medium,Medium,Other
1535,3.01,41.3,7.5,Arts,Low,Medium,Australia
1536,2.56,71.4,7.9,STEM,High,High,Germany
1537,3.41,36.0,8.1,Technical,Medium,High,Singapore
1538,2.99,68.9,6.7,Technical,Low,High,Canada
1539,2.73,44.7,7.1,Technical,High,Medium,Canada
1540,2.05,34.5,7.9,Business,Medium,High,Germany
1541,3.19,60.6,5.9,STEM,Medium,Medium,Other
1542,3.91,1.5,7.6,Business,Medium,Medium,Other
1543,3.86,20.0,6.8,Business,Medium,High,France
1544,3.02,51.5,7.4,STEM,High,Medium,Australia
1545,2.96,56.6,6.7,Business,Medium,Low,Australia
1546,3.39,47.6,7.8,Business,Medium,High,Canada
1547,2.8,23.4,6.7,STEM,Medium,High,Poland
1548,3.32,38.6,5.0,STEM,Medium,Medium,Other
1549,3.51,62.8,8.0,STEM,Medium,Medium,Australia
1550,3.69,66.6,5.6,Arts,Medium,High,France
1551,3.16,54.7,7.8,Business,Medium,Low,Canada
1552,3.12,78.1,6.4,STEM,Medium,Medium,Other
1553,2.85,62.9,7.7,Technical,Medium,Low,Canada
1554,2.87,40.1,7.6,STEM,Medium,High,Australia
1555,3.11,49.4,6.9,Business,High,Low,Canada
1556,3.35,26.9,7.0,Arts,Medium,High,Poland
1557,3.57,52.8,6.9,Arts,Medium,High,Australia
1558,2.88,77.2,4.5,STEM,Low,Low,Other
1559,3.8,68.7,6.6,Technical,Low,High,Australia
1560,3.09,83.0,5.4,Technical,Medium,Low,Singapore
1561,3.19,48.9,6.7,Business,Medium,Medium,Australia
1562,2.9,81.9,5.4,Business,High,Low,Poland
1563,2.23,51.1,5.3,STEM,Low,Medium,Other
1564,3.55,84.4,8.1,Business,Low,Medium,USA
1565,3.49,54.6,7.6,Business,High,High,Australia
1566,3.09,69.1,6.5,Arts,Low,Medium,Canada
1567,3.23,84.5,6.7,Business,Medium,Medium,Other
1568,3.41,51.1,6.3,Business,Medium,Medium,Other
1569,2.57,59.4,7.1,STEM,Low,High,Australia
1570,2.99,80.8,5.8,STEM,Medium,Medium,Other
1571,3.52,52.3,7.5,STEM,Low,Medium,Australia
1572,2.7,28.6,6.2,STEM,High,High,Poland
1573,3.32,97.9,6.1,Business,Medium,Medium,Other
1574,2.66,45.6,6.5,Arts,Medium,Low,Australia
1575,3.39,58.2,5.9,Business,Medium,High,Germany
1576,3.19,78.1,6.8,Business,Medium,Medium,Other
1577,2.55,42.8,6.0,Business,Medium,Low,Other
1578,3.67,34.8,7.0,STEM,Medium,High,Poland
1579,2.91,60.1,7.7,STEM,Medium,Medium,Canada
1580,2.88,19.1,5.8,STEM,Low,Medium,Other
1581,3.28,49.2,6.4,Arts,Medium,Medium,Other
1582,3.66,59.9,7.0,STEM,Medium,Medium,Canada
1583,2.79,49.6,6.1,STEM,Medium,Medium,Other
1584,3.22,24.1,7.0,Business,Medium,High,France
1585,3.37,86.9,7.1,Technical,High,Medium,Japan
1586,3.48,57.1,7.6,Business,High,Medium,Canada
1587,3.27,83.6,5.9,Arts,Medium,High,France
1588,3.05,49.8,5.6,Business,High,High,Poland
1589,2.87,37.4,6.2,Business,Medium,Low,Other
1590,3.23,60.4,5.5,Arts,Low,Medium,Other
1591,2.77,50.7,7.1,Arts,High,Medium,Canada
1592,2.03,31.4,5.3,STEM,Low,Low,Other
1593,3.37,84.4,8.8,STEM,High,Medium,France
1594,3.56,42.6,7.8,STEM,Medium,Low,Australia
1595,2.25,18.2,6.5,Business,Medium,Low,Other
1596,2.8,81.6,7.4,Arts,Low,Medium,Other
1597,3.45,44.9,4.9,STEM,High,Medium,Germany
1598,4.02,42.8,9.0,STEM,Medium,Medium,Canada
1599,3.21,19.7,5.9,Arts,High,Low,Germany
1600,2.91,89.8,6.4,Business,Medium,Medium,Other
1601,3.13,29.2,4.6,Business,Low,High,Poland
1602,3.75,56.2,7.0,Arts,Low,High,Canada
1603,2.94,73.3,5.4,Business,Low,High,Germany
1604,2.88,63.4,6.6,Business,Medium,Low,Canada
1605,3.01,53.8,6.0,STEM,Low,Low,Other
1606,2.82,21.0,5.4,STEM,Medium,Medium,Other
1607,3.25,38.8,5.7,Business,High,Medium,Poland
1608,3.85,58.8,6.7,Business,Low,Low,Australia
1609,3.33,39.3,5.2,Technical,Medium,High,Singapore
1610,3.1,59.1,5.8,Technical,High,High,South Korea
1611,3.08,68.6,7.2,Arts,High,Medium,Australia
1612,2.57,74.3,9.0,STEM,Medium,Low,Other
1613,3.55,30.5,7.0,Technical,Medium,Medium,Japan
1614,3.17,98.9,5.6,Business,Medium,High,Poland
1615,3.13,70.3,6.1,STEM,Low,High,Germany
1616,4.48,55.0,6.5,Arts,Low,Medium,Australia
1617,3.32,76.8,6.2,STEM,Low,Low,Other
1618,2.9,102.3,7.4,STEM,Medium,Medium,Other
1619,3.03,26.2,6.7,Arts,Low,Medium,Other
1620,3.66,50.5,7.4,Business,Low,High,Australia
1621,3.25,7.4,6.2,STEM,Medium,Low,Other
1622,2.62,58.9,7.8,Business,Medium,High,Canada
1623,3.57,62.3,6.3,Technical,Medium,High,South Korea
1624,2.93,54.2,5.5,Business,High,Low,Germany
1625,3.95,41.9,8.7,STEM,Medium,Low,Canada
1626,3.63,14.0,4.7,STEM,Medium,Medium,Other
1627,3.02,62.5,5.8,STEM,High,Medium,Germany
1628,3.71,84.1,5.9,Technical,High,High,UK
1629,3.23,43.2,9.0,Business,Medium,High,Canada
1630,3.54,63.8,8.3,Business,Low,High,Canada
1631,3.39,23.6,8.0,Business,Low,Medium,Other
1632,2.86,64.1,6.2,Arts,Medium,High,Germany
1633,2.94,47.1,8.9,Business,Medium,Low,Australia
1634,3.61,39.8,6.9,Business,Medium,High,France
1635,3.07,39.8,7.5,STEM,High,Medium,France
1636,3.04,47.1,6.7,STEM,High,Medium,Canada
1637,2.82,62.6,6.5,Technical,Low,Medium,Canada
1638,3.37,28.8,6.2,Technical,Medium,High,Japan
1639,4.03,47.1,6.3,Technical,Low,Low,Singapore
1640,2.77,54.2,7.1,Technical,Low,Medium,Australia
1641,3.21,33.0,6.9,Arts,High,Medium,Germany
1642,3.76,90.9,6.5,Business,Medium,Medium,UK
1643,3.17,37.9,8.0,Arts,Medium,High,Germany
1644,3.38,41.6,4.5,Business,Medium,Medium,Other
1645,2.78,35.4,7.0,STEM,Medium,Medium,Other
1646,3.37,91.0,7.2,STEM,Low,Low,Other
1647,3.13,66.1,7.6,Technical,Low,Low,Australia
1648,3.59,36.3,6.4,STEM,Low,High,France
1649,3.67,77.1,6.7,Arts,High,High,USA
1650,4.24,59.0,7.5,STEM,High,High,Australia
1651,3.43,60.1,8.0,STEM,High,Low,Canada
1652,3.33,48.1,6.2,STEM,Medium,High,France
1653,3.28,40.0,6.8,STEM,Medium,Medium,Canada
1654,3.06,61.8,8.2,STEM,Medium,Medium,Canada
1655,3.34,44.1,4.5,STEM,Medium,Medium,Other
1656,3.08,91.3,5.8,Arts,Low,High,France
1657,3.27,29.6,8.0,STEM,Low,High,Poland
1658,3.73,85.7,7.6,STEM,High,Medium,USA
1659,2.8,52.8,7.0,STEM,Low,High,Canada
1660,3.66,61.0,6.1,Business,Medium,High,Germany
1661,3.73,71.7,5.6,Business,Medium,High,UK
1662,3.15,42.4,5.9,Business,Low,Medium,Other
1663,2.35,72.3,8.0,STEM,High,High,Germany
1664,2.96,0.8,5.9,STEM,Low,High,Germany
1665,3.72,40.6,6.6,Arts,Medium,High,Australia
1666,3.19,36.5,5.7,Arts,Low,High,Poland
1667,2.8,29.9,7.3,STEM,Low,Medium,Other
1668,3.0,50.7,6.0,Business,Medium,High,Poland
1669,3.54,62.7,6.4,STEM,High,Medium,France
1670,3.42,69.1,4.8,STEM,High,High,France
1671,3.1,59.8,4.9,Arts,Medium,Low,Other
1672,3.05,41.7,6.5,Business,High,High,Australia
1673,3.04,62.4,5.2,STEM,Low,Low,Other
1674,2.83,57.5,8.6,STEM,Medium,Low,Canada
1675,3.85,73.7,4.5,Technical,Low,Medium,USA
1676,3.07,70.5,5.7,Arts,Low,Low,Other
1677,3.69,55.6,6.5,Arts,High,High,Canada
1678,3.81,37.1,6.1,Business,Medium,High,Germany
1679,3.6,41.9,5.4,Business,Medium,High,Germany
1680,3.03,44.0,5.5,STEM,Medium,High,Germany
1681,3.36,48.7,5.5,STEM,Medium,High,France
1682,3.19,60.4,6.2,Business,High,Medium,Poland
1683,2.84,69.3,8.5,Business,Medium,High,Australia
1684,3.33,54.0,6.6,STEM,Medium,High,Canada
1685,2.73,55.3,7.7,Arts,Low,High,Canada
1686,3.68,57.9,7.0,STEM,Low,Medium,Australia
1687,3.01,44.7,7.6,STEM,Medium,Low,Australia
1688,3.28,36.5,4.5,STEM,High,Medium,Poland
1689,3.31,19.9,6.2,Business,Low,Medium,Other
1690,3.1,41.1,7.8,STEM,Low,High,Australia
1691,3.43,64.5,5.9,STEM,Medium,Medium,Other
1692,3.01,40.9,8.3,Business,Medium,High,Canada
1693,3.55,50.2,8.0,Business,High,Low,Canada
1694,2.66,64.3,6.0,Business,Medium,Medium,Other
1695,3.25,65.4,6.0,STEM,Medium,High,France
1696,3.98,33.4,5.5,Business,Medium,Low,Other
1697,2.8,74.9,5.9,Business,Medium,Low,Other
1698,2.93,77.5,5.3,STEM,Medium,Medium,Other
1699,3.41,32.4,6.9,Arts,High,High,Poland
1700,3.27,38.5,5.0,Business,Medium,Medium,Other
1701,3.34,78.8,7.1,STEM,Low,High,Poland
1702,3.4,52.1,7.1,Technical,Medium,High,Canada
1703,3.45,10.6,4.8,Arts,Low,High,Germany
1704,3.64,27.0,8.0,Technical,Medium,Medium,Japan
1705,3.36,50.0,7.0,Business,Medium,Medium,Canada
1706,3.1,31.7,7.2,STEM,High,High,France
1707,3.47,46.7,5.7,STEM,Medium,Low,Other
1708,3.96,55.6,7.1,Business,Medium,High,Canada
1709,3.15,84.2,7.6,Technical,Medium,High,Singapore
1710,2.81,49.2,6.4,Business,Low,Medium,Other
1711,3.64,76.5,8.5,Arts,Low,Low,USA
1712,3.15,83.6,6.5,STEM,High,Low,Poland
1713,2.33,83.7,7.6,Business,Low,Medium,Other
1714,3.54,60.7,6.8,Technical,Medium,High,Canada
1715,2.99,15.7,7.1,Arts,Medium,Low,Other
1716,3.16,64.2,4.8,Technical,Medium,Low,Singapore
1717,3.33,76.0,6.9,Arts,Medium,High,Poland
1718,3.28,53.4,5.8,Business,High,Medium,Poland
1719,3.48,89.9,5.7,Business,Medium,Medium,Other
1720,3.03,72.2,8.2,Technical,Medium,Medium,Singapore
1721,3.41,66.4,6.3,Business,Medium,Low,Other
